2019-08-01 16:01:49.864 febs [main] INFO  cc.mrbird.febs.FebsApplication - Starting FebsApplication on DESKTOP-E5NTA55 with PID 4580 (D:\guangzhouyinhang\FEBS-Vue-master\backend\target\classes started by 楚豪 in D:\guangzhouyinhang\FEBS-Vue-master\backend)
2019-08-01 17:38:44.609 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration' of type [org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$$EnhancerBySpringCGLIB$$42e47333] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 17:38:44.623 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jsonComponentModule' of type [org.springframework.boot.jackson.JsonComponentModule] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 17:38:44.625 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.data.web.config.SpringDataJacksonConfiguration' of type [org.springframework.data.web.config.SpringDataJacksonConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 17:38:44.635 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jacksonGeoModule' of type [org.springframework.data.geo.GeoModule] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 17:38:44.639 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jacksonObjectMapperBuilder' of type [org.springframework.http.converter.json.Jackson2ObjectMapperBuilder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 17:38:44.675 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jacksonObjectMapper' of type [com.fasterxml.jackson.databind.ObjectMapper] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 17:38:44.695 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'cacheService' of type [cc.mrbird.febs.common.service.impl.CacheServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 17:38:44.700 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userManager' of type [cc.mrbird.febs.system.manager.UserManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 17:38:44.701 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'shiroRealm' of type [cc.mrbird.febs.common.authentication.ShiroRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 17:38:44.709 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 17:38:44.726 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 17:38:45.310 febs [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9527 (http)
2019-08-01 17:38:45.330 febs [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9527"]
2019-08-01 17:38:45.344 febs [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2019-08-01 17:38:45.344 febs [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/9.0.12
2019-08-01 17:38:45.360 febs [main] INFO  o.a.c.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [D:\java\jdk1.8.0_45\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;D:/java/jdk1.8.0_45/bin/../jre/bin/server;D:/java/jdk1.8.0_45/bin/../jre/bin;D:/java/jdk1.8.0_45/bin/../jre/lib/amd64;C:\Program Files (x86)\Common Files\NetSarang;D:\oracle\product\11.2.0\dbhome_1\bin;E:\oracle\product\11.2.0\dbhome_61\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;D:\java\jdk1.8.0_45\bin;C:\Program Files\MySQL\MySQL Server 5.5\bin;C:\WINDOWS\System32\OpenSSH\;C:\Program Files\TortoiseSVN\bin;D:\jar-bao\apache-maven-3.6.0\bin;C:\Program Files\Git\cmd;E:\aoge\gradle-5.3.1\bin;C:\Program Files\nodejs\;C:\Users\楚豪\AppData\Local\Microsoft\WindowsApps;C:\Users\楚豪\AppData\Roaming\npm;D:\新装软件\eclipse;;.]
2019-08-01 17:38:46.431 febs [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-08-01 17:38:46.432 febs [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 6864 ms
2019-08-01 17:38:47.057 febs [main] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2019-08-01 17:38:47.058 febs [main] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'webMvcMetricsFilter' to: [/*]
2019-08-01 17:38:47.058 febs [main] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2019-08-01 17:38:47.058 febs [main] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'formContentFilter' to: [/*]
2019-08-01 17:38:47.058 febs [main] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2019-08-01 17:38:47.058 febs [main] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpTraceFilter' to: [/*]
2019-08-01 17:38:47.058 febs [main] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'shiroFilterFactoryBean' to: [/*]
2019-08-01 17:38:47.058 febs [main] INFO  o.s.b.w.s.ServletRegistrationBean - Servlet dispatcherServlet mapped to [/]
2019-08-01 17:38:47.536 febs [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'taskExecutor'
2019-08-01 17:38:49.292 febs [main] INFO  org.quartz.impl.StdSchedulerFactory - Using default implementation for ThreadExecutor
2019-08-01 17:38:49.309 febs [main] INFO  o.quartz.core.SchedulerSignalerImpl - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2019-08-01 17:38:49.309 febs [main] INFO  org.quartz.core.QuartzScheduler - Quartz Scheduler v.2.3.0 created.
2019-08-01 17:38:49.310 febs [main] INFO  org.quartz.simpl.RAMJobStore - RAMJobStore initialized.
2019-08-01 17:38:49.311 febs [main] INFO  org.quartz.core.QuartzScheduler - Scheduler meta-data: Quartz Scheduler (v2.3.0) 'quartzScheduler' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

2019-08-01 17:38:49.311 febs [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler 'quartzScheduler' initialized from an externally provided properties instance.
2019-08-01 17:38:49.311 febs [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler version: 2.3.0
2019-08-01 17:38:49.311 febs [main] INFO  org.quartz.core.QuartzScheduler - JobFactory set to: org.springframework.scheduling.quartz.SpringBeanJobFactory@1cb849b2
2019-08-01 17:38:49.336 febs [main] INFO  o.s.s.c.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2019-08-01 17:38:49.410 febs [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2019-08-01 17:38:49.500 febs [main] INFO  o.s.s.quartz.SchedulerFactoryBean - Starting Quartz Scheduler now
2019-08-01 17:38:49.500 febs [main] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED started.
2019-08-01 17:38:49.523 febs [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9527"]
2019-08-01 17:38:49.650 febs [main] INFO  o.a.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2019-08-01 17:38:49.706 febs [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9527 (http) with context path ''
2019-08-01 17:38:49.710 febs [main] INFO  cc.mrbird.febs.FebsApplication - Started FebsApplication in 10.919 seconds (JVM running for 11.425)
2019-08-01 17:38:49.710 febs [scheduling-1] INFO  cc.mrbird.febs.common.task.CacheTask - delete expired user
2019-08-01 17:38:49.723 febs [main] INFO  c.m.f.common.runner.CacheInitRunner - Redis连接中 ······
2019-08-01 17:38:49.724 febs [main] INFO  c.m.f.common.runner.CacheInitRunner - 缓存初始化 ······
2019-08-01 17:38:49.724 febs [main] INFO  c.m.f.common.runner.CacheInitRunner - 缓存用户数据 ······
2019-08-01 17:38:49.854 febs [main] INFO  p6spy - 2019-08-01 17:38:49 | 耗时 1 ms | SQL 语句：
SELECT USER_ID,username,password,dept_id,email,mobile,status,create_time,modify_time,last_login_time,ssex,description,avatar FROM rt_user;
2019-08-01 17:38:49.873 febs [main] INFO  p6spy - 2019-08-01 17:38:49 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM rt_user u LEFT JOIN mt_dept d ON (u.dept_id = d.dept_id) LEFT JOIN rt_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN rt_role r ON r.role_id = ur.role_id WHERE u.username = 'admin' group by u.username;
2019-08-01 17:38:49.970 febs [main] INFO  p6spy - 2019-08-01 17:38:49 | 耗时 0 ms | SQL 语句：
select r.* from rt_role r left join rt_user_role ur on (r.role_id = ur.role_id) left join rt_user u on (u.user_id = ur.user_id) where u.username = 'admin';
2019-08-01 17:38:49.992 febs [main] INFO  p6spy - 2019-08-01 17:38:49 | 耗时 1 ms | SQL 语句：
select distinct m.perms from rt_role r left join rt_user_role ur on (r.role_id = ur.role_id) left join rt_user u on (u.user_id = ur.user_id) left join rt_role_menu rm on (rm.role_id = r.role_id) left join rt_menu m on (m.menu_id = rm.menu_id) where u.username = 'admin' and m.perms is not null and m.perms <> '';
2019-08-01 17:38:50.013 febs [main] INFO  p6spy - 2019-08-01 17:38:50 | 耗时 1 ms | SQL 语句：
SELECT USER_ID,theme,layout,multi_page,fix_siderbar,fix_header,color FROM rt_user_config WHERE USER_ID='1' ;
2019-08-01 17:38:50.021 febs [main] INFO  p6spy - 2019-08-01 17:38:50 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM rt_user u LEFT JOIN mt_dept d ON (u.dept_id = d.dept_id) LEFT JOIN rt_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN rt_role r ON r.role_id = ur.role_id WHERE u.username = 'scott' group by u.username;
2019-08-01 17:38:50.024 febs [main] INFO  p6spy - 2019-08-01 17:38:50 | 耗时 0 ms | SQL 语句：
select r.* from rt_role r left join rt_user_role ur on (r.role_id = ur.role_id) left join rt_user u on (u.user_id = ur.user_id) where u.username = 'scott';
2019-08-01 17:38:50.027 febs [main] INFO  p6spy - 2019-08-01 17:38:50 | 耗时 0 ms | SQL 语句：
select distinct m.perms from rt_role r left join rt_user_role ur on (r.role_id = ur.role_id) left join rt_user u on (u.user_id = ur.user_id) left join rt_role_menu rm on (rm.role_id = r.role_id) left join rt_menu m on (m.menu_id = rm.menu_id) where u.username = 'scott' and m.perms is not null and m.perms <> '';
2019-08-01 17:38:50.029 febs [main] INFO  p6spy - 2019-08-01 17:38:50 | 耗时 0 ms | SQL 语句：
SELECT USER_ID,theme,layout,multi_page,fix_siderbar,fix_header,color FROM rt_user_config WHERE USER_ID='2' ;
2019-08-01 17:38:50.032 febs [main] INFO  p6spy - 2019-08-01 17:38:50 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM rt_user u LEFT JOIN mt_dept d ON (u.dept_id = d.dept_id) LEFT JOIN rt_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN rt_role r ON r.role_id = ur.role_id WHERE u.username = 'jack' group by u.username;
2019-08-01 17:38:50.035 febs [main] INFO  p6spy - 2019-08-01 17:38:50 | 耗时 0 ms | SQL 语句：
select r.* from rt_role r left join rt_user_role ur on (r.role_id = ur.role_id) left join rt_user u on (u.user_id = ur.user_id) where u.username = 'jack';
2019-08-01 17:38:50.038 febs [main] INFO  p6spy - 2019-08-01 17:38:50 | 耗时 0 ms | SQL 语句：
select distinct m.perms from rt_role r left join rt_user_role ur on (r.role_id = ur.role_id) left join rt_user u on (u.user_id = ur.user_id) left join rt_role_menu rm on (rm.role_id = r.role_id) left join rt_menu m on (m.menu_id = rm.menu_id) where u.username = 'jack' and m.perms is not null and m.perms <> '';
2019-08-01 17:38:50.040 febs [main] INFO  p6spy - 2019-08-01 17:38:50 | 耗时 0 ms | SQL 语句：
SELECT USER_ID,theme,layout,multi_page,fix_siderbar,fix_header,color FROM rt_user_config WHERE USER_ID='12' ;
2019-08-01 17:38:50.043 febs [main] INFO  p6spy - 2019-08-01 17:38:50 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM rt_user u LEFT JOIN mt_dept d ON (u.dept_id = d.dept_id) LEFT JOIN rt_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN rt_role r ON r.role_id = ur.role_id WHERE u.username = 'admin1' group by u.username;
2019-08-01 17:38:50.046 febs [main] INFO  p6spy - 2019-08-01 17:38:50 | 耗时 0 ms | SQL 语句：
select r.* from rt_role r left join rt_user_role ur on (r.role_id = ur.role_id) left join rt_user u on (u.user_id = ur.user_id) where u.username = 'admin1';
2019-08-01 17:38:50.051 febs [main] INFO  p6spy - 2019-08-01 17:38:50 | 耗时 1 ms | SQL 语句：
select distinct m.perms from rt_role r left join rt_user_role ur on (r.role_id = ur.role_id) left join rt_user u on (u.user_id = ur.user_id) left join rt_role_menu rm on (rm.role_id = r.role_id) left join rt_menu m on (m.menu_id = rm.menu_id) where u.username = 'admin1' and m.perms is not null and m.perms <> '';
2019-08-01 17:38:50.056 febs [main] INFO  p6spy - 2019-08-01 17:38:50 | 耗时 0 ms | SQL 语句：
SELECT USER_ID,theme,layout,multi_page,fix_siderbar,fix_header,color FROM rt_user_config WHERE USER_ID='18' ;
2019-08-01 17:38:50.058 febs [main] INFO  c.m.f.common.runner.StartedUpRunner -  __    ___   _      ___   _     ____ _____  ____ 
2019-08-01 17:38:50.058 febs [main] INFO  c.m.f.common.runner.StartedUpRunner - / /`  / / \ | |\/| | |_) | |   | |_   | |  | |_  
2019-08-01 17:38:50.058 febs [main] INFO  c.m.f.common.runner.StartedUpRunner - \_\_, \_\_/ |_|  | |_|   |_|__ |_|__  |_|  |_|__ 
2019-08-01 17:38:50.058 febs [main] INFO  c.m.f.common.runner.StartedUpRunner -                                                       
2019-08-01 17:38:50.058 febs [main] INFO  c.m.f.common.runner.StartedUpRunner - FEBS 启动完毕，时间：2019-08-01T17:38:50.058
2019-08-01 17:39:02.066 febs [http-nio-9527-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-08-01 17:39:02.066 febs [http-nio-9527-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-08-01 17:39:02.095 febs [http-nio-9527-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 28 ms
2019-08-01 17:39:02.472 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-08-01 17:39:02 | 耗时 0 ms | SQL 语句：
UPDATE rt_user SET last_login_time='2019-08-01T17:39:02.432+0800' WHERE username = 'admin';
2019-08-01 17:39:02.475 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-08-01 17:39:02 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM rt_user u LEFT JOIN mt_dept d ON (u.dept_id = d.dept_id) LEFT JOIN rt_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN rt_role r ON r.role_id = ur.role_id WHERE u.username = 'admin' group by u.username;
2019-08-01 17:39:02.506 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-08-01 17:39:02 | 耗时 0 ms | SQL 语句：
INSERT INTO t_login_log ( username, login_time, location, ip ) VALUES ( 'admin', '2019-08-01T17:39:02.490+0800', '', '192.168.64.1' );
2019-08-01 17:39:21.251 febs [http-nio-9527-exec-2] INFO  p6spy - 2019-08-01 17:39:21 | 耗时 0 ms | SQL 语句：
SELECT USER_ID,username,password,dept_id,email,mobile,status,create_time,modify_time,last_login_time,ssex,description,avatar FROM rt_user WHERE username = 'admin';
2019-08-01 17:40:08.125 febs [http-nio-9527-exec-3] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2019-08-01 17:40:08.168 febs [http-nio-9527-exec-3] INFO  p6spy - 2019-08-01 17:40:08 | 耗时 0 ms | SQL 语句：
SELECT DEPT_ID,parent_id,dept_name,order_num,create_time,modify_time FROM mt_dept ORDER BY order_num ASC;
2019-08-01 18:20:40.725 febs [main] INFO  cc.mrbird.febs.FebsApplication - Starting FebsApplication on DESKTOP-E5NTA55 with PID 16852 (D:\guangzhouyinhang\FEBS-Vue-master\backend\target\classes started by 楚豪 in D:\guangzhouyinhang\FEBS-Vue-master\backend)
2019-08-01 18:20:40.735 febs [main] INFO  cc.mrbird.febs.FebsApplication - No active profile set, falling back to default profiles: default
2019-08-01 18:20:42.067 febs [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-08-01 18:20:42.070 febs [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-08-01 18:20:42.133 febs [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 50ms. Found 0 repository interfaces.
2019-08-01 18:20:42.648 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'asyncExecutorPoolConfig' of type [cc.mrbird.febs.common.config.AsyncExecutorPoolConfig$$EnhancerBySpringCGLIB$$488d3f9f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:42.837 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.datasource.dynamic-com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.062 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration$$EnhancerBySpringCGLIB$$22dc8b43] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.070 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dsProcessor' of type [com.baomidou.dynamic.datasource.processor.DsHeaderProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.076 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dynamicDatasourceAnnotationAdvisor' of type [com.baomidou.dynamic.datasource.aop.DynamicDataSourceAnnotationAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.085 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$b94e1a72] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.111 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'shiroConfig' of type [cc.mrbird.febs.common.authentication.ShiroConfig$$EnhancerBySpringCGLIB$$24ce1c1b] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.484 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [cc.mrbird.febs.common.config.RedisConfig$$EnhancerBySpringCGLIB$$1d92d36f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.514 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisPoolFactory' of type [redis.clients.jedis.JedisPool] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.527 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisService' of type [cc.mrbird.febs.common.service.impl.RedisServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.608 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'mybatis-plus-com.baomidou.mybatisplus.autoconfigure.MybatisPlusProperties' of type [com.baomidou.mybatisplus.autoconfigure.MybatisPlusProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.616 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'mybatisPlusConfig' of type [cc.mrbird.febs.common.config.MybatisPlusConfig$$EnhancerBySpringCGLIB$$ad57681] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.623 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'paginationInterceptor' of type [com.baomidou.mybatisplus.extension.plugins.PaginationInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.632 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.baomidou.mybatisplus.autoconfigure.MybatisPlusAutoConfiguration' of type [com.baomidou.mybatisplus.autoconfigure.MybatisPlusAutoConfiguration$$EnhancerBySpringCGLIB$$f716870c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.645 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dynamicDataSourceCreator' of type [com.baomidou.dynamic.datasource.DynamicDataSourceCreator] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.650 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dynamicDataSourceProvider' of type [com.baomidou.dynamic.datasource.provider.YmlDynamicDataSourceProvider] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.656 febs [main] INFO  c.b.d.d.DynamicRoutingDataSource - 动态数据源-检测到并开启了p6spy
2019-08-01 18:20:43.665 febs [main] INFO  com.zaxxer.hikari.HikariDataSource - primary - Starting...
2019-08-01 18:20:43.879 febs [main] INFO  com.zaxxer.hikari.HikariDataSource - primary - Start completed.
2019-08-01 18:20:43.879 febs [main] INFO  c.b.d.d.DynamicRoutingDataSource - 初始共加载 1 个数据源
2019-08-01 18:20:43.879 febs [main] INFO  c.b.d.d.DynamicRoutingDataSource - 动态数据源-加载 primary 成功
2019-08-01 18:20:43.879 febs [main] INFO  c.b.d.d.DynamicRoutingDataSource - 当前的默认数据源是单数据源，数据源名为 primary
2019-08-01 18:20:43.880 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dataSource' of type [com.baomidou.dynamic.datasource.DynamicRoutingDataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.890 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:43.903 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceInitializerInvoker' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceInitializerInvoker] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:44.479 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionFactory' of type [org.apache.ibatis.session.defaults.DefaultSqlSessionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-01 18:20:44.489 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionTemplate' of type [org.mybatis.spring.SqlSessionTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
